IncidentID,IncidentDate,BearsObservedID,CaseNumber,IncidentDescription
7805,01-Jul-21,0,20210712-054,"Trail crew sitting around campfire at 17:00, later they noticed a pack that had been behind them, had been dragged up the hill and ripped apart. Toothpaste was in the pack. Bear not observed but Bill was very confident it was a bear."
7802,03-Jul-21,-1,3797-20210705-053,Group of visitors eating tacos at orchard lot after dark. Bear approached visitors despite yelling. Visitors were scared and retreated. Bear got one taco before visitors started throwing rocks and were able to scare off the bear. Yellow 32 (#3797) was fou
7855,03-Jul-21,0,20211003-028,"On July 3rd, I was hiking down from HD around 1600 and came across an open pack on the side of the trail with its contents all over the place. The pack looked like it had been dragged uphill. No one was around. A few minutes later, a visitor told me that "
7847,03-Jul-21,0,,Concession employee came across an a bunch of trash strewn around a bear locker with signs of bear damage.
7797,07-Jul-21,-1,3636-20210709-012,"P26 in VIP loop raspberries in campsite. Chased out by 879 20 minutes prior. P26 Re-entered campsite less than 15 feet from campers eating dinner. Attempted to haze out again by Skyler, off duty. Refused to move then bluff charged 879 by trotting up to hi"
7798,08-Jul-21,-1,3797-20210709-025,"Large yellow tagged bear walked directly up to Aaron Smith's backpack on the beach which contained no food. Aaron tried scaring Y32 away but the bear bluff charged him twice (once to within 5 feet), forcing Aaron to retreat to the water out of fear."
7799,10-Jul-21,-1,3797-20210710-068,"Y32 mini-bluff charged people off their picnic. People watched bear eat food for 20 minutes. Unknown how much food obtained but ate a BBQ grill worth of food, including steak. Onlooker video should be coming our way soon."
7800,10-Jul-21,-1,3636-20210710-024,"Minor bluff charge. Purple 26 walked into U. Pines towards raspberries in 5th loop. Dean (camp host) and a few visitors yelled and banged pots. P26 took a few quick deliberate steps towards Dean, no jaw clacking. She then turned, ate a few berries, and le"
7807,11-Jul-21,-1,3797-20210711-066,"NPS custodial staff (Jewell and Aaron) tried to scare Yellow 32 away from a picnic, but were bluff charged twice when they approached. Y32 came within 10 feet. This was just the second bluff charge component of the 2 incidents, so food was present and obt"
7806,11-Jul-21,-1,3797-20210711-046,"Y32 approached family of 12 on the beach. Family was with their food, yelled and made noise, but Y32 still advanced and grabbed a backpack and ran off. Y32 then came back after destroying the pack and bluff charged the family off their entire picnic. Fami"
7811,13-Jul-21,-1,3636-20210717-037,"Bear tore screens off windows and clawed into windowsill of the ""Comfort House"", a trail crew NPS house. It did not get into the house or obtain any food. Pictures attached to the incident form."
7813,13-Jul-21,-1,20210713-059,Volunteer camp host had dog food in improperly closed locker and a bear got into it. Bear quickly revisited seeking food.
7809,14-Jul-21,-1,3636-20210718-026,"Harry, the gardener at the Ahwahnee, walked around the back of the cabins and saw Purple 26 in the woods. He approached and hazed her with yelling and she bluff charged and came within 10 feet of him. He backed off after this and called wildlife managemen"
7810,15-Jul-21,-1,3636-20210715-053,"Boulderers were swimming in river with crash pad on beach. They had left a box of Cheese-its in the crash pad. Purple 26 was being followed for darting. She came across the food and ate the cheese-its, which helped facilitate E. Degutis hitting her with a"
7808,20-Jul-21,0,20210723-030,Bear broke into septic line at Trailer in EP. Fresh bear scat present
7816,22-Jul-21,0,20210808-054,Bear obtained bait from a turtle trap. Consumed 400 calories of mackerel.
7818,23-Jul-21,0,20210808-055,"Overnight, a bear destroyed aquatics bait station and ate 400 calories of mackerel."
7812,23-Jul-21,-1,20210724-012,"A large and very light colored bear with a tiny yellow tag ran off with a pair of women's underwear from one party, then grabbed another woman's hat while running away. Underwear family tried to yell and scare the bear, but then backed off their stuff whe"
7819,26-Jul-21,0,20210808-056,Bear crushed turtle trap and bait cup and ate 400 calories of mackerel
7823,01-Aug-21,0,20210804-031,Owner out of town Sunday through Wednesday. Extensive property damage to siding/ building exterior. No food present near location.
7822,06-Aug-21,-1,3068-20210806-003,"Head and paws through the right side of window, was able to see another bear on the stairs on the deck. 1st bear fully entered and tore open trash, did not open fridge. Bear ate pancake powder, ripped the window screen. Bear came in and out of the occupie"
7815,07-Aug-21,-1,3666-20210807-043,White 8 got food from an unattended picnic table at Swinging bridge. Visitors were at the river and away from their food. Picknickers nearby scared the bear away. Wildlife staff and L.E. both responded and hazed White 8 into the talus.
7814,07-Aug-21,-1,20210807-051,"Took report from bear hotline of young light brown bear that got into a bike trailer on the paved path at Lower Falls, UTL on RP. Wildlife was not able to follow up. White 8 (bear #3666) data points in the area at the time of the incident."
7845,07-Aug-21,0,,Bag of food trash discovered strewn about maintenance yard next to bear trap.
7825,11-Aug-21,-1,3077-20210812-044,Green 2 and cubs got into the Curry back dock freezer and obtained substantial amount of ice cream and frozen chicken. Curry staff arrived in the morning to find food from the freezer pulled out and spread all over the back dock area. The door to the free
7820,11-Aug-21,-1,20210813-009,"Dark brown, maybe black sub-adult checking out trailer and sewer line every few nights. Caught on game camera. Second time this bear has damaged the resident's sewer line, but seemingly got no calorie reward despite the damage."
7824,12-Aug-21,-1,3077-20210811-045,"Green 2 and cubs broke into Curry back dock freezer for the second consecutive night. They obtained substantial amounts of ice cream and chicken. The freezer door was not bear proof, even when locked it could be forcefully pulled open. Concessionaire mana"
7844,15-Aug-21,0,,"Employee arrived in the morning to find bear scat and knocked over trashcans inside the kitchen. Unknown how bear entered the building. Wildlife staff was out with G2 (3077) and her 2 cubs on the Curry Deck prior to this report. Cubs were in tree, G2 appe"
7826,16-Aug-21,-1,3666-20210820-024,Bear approached and was not scared off easily and kept returning. Visitors said the bear obtained food from their backpack. Visitors tried to yell and scare it away but could not. Bear was on food for 10 plus minutes while people filmed and took photos. T
7828,16-Aug-21,0,20210827-024,"Bear entered our campsite while we were out by the river and tore through two packs and left footprints in the dirt. One backpack had a Clif bar wrapper, the other the bear was after the stove. The bear tore through 2 out of 3 of our packs, ripping everyt"
7827,17-Aug-21,-1,3666-20210817-038,"Family was cooking pasta on beach next to food. White 8 (3666) approached and they yelled but not very loud. Bear would not leave so they grabbed their children and backed off. White 8 ate a bag of Doritos, popcorn, and pasta. Father pepper sprayed the be"
7842,19-Aug-21,0,,Bear knocked over a coffin locker at LYV ranger station. Locker then popped open and spilled out a bunch of food trash that bear then got into. Locker only had one clip latched.
7843,23-Aug-21,0,,Food trash found strewn about site with signs of bear damage.
7830,27-Aug-21,-1,20210827-045,"Alex Wild (wilderness ranger) was climbing at Chapel and noticed a bear getting into an OB camper's food stash. He chased the bear away and said he saw a collar. Rob arrived on scene off duty, and coordinated cleanup and LE response and guarded food for a"
7831,30-Aug-21,-1,3666-20210830-047,"Family was on bikes on the north side of the bridge. They saw white 8 and got scared, so they picked up their kids and moved away. The bear pulled trash out of their bike trailer and ate one hard-boiled egg. She nosed around some mango peels but didn’t ea"
7832,31-Aug-21,-1,3666-20210831-033,"Visitors were 10-15 feet away from their backpacks when White 8, bear #3666 appeared and snatched a pack. Visitors yelled loudly (I heard them and can confirm this - loudly and persistently) and threw some sticks. They even moved towards her to try to sho"
7839,01-Sep-21,-1,,Bag of trash left out over night. Wildlife staff arrived in the morning to see W8 (#3666) ripping up the bag of trash in site #186. Hazed out.
7833,04-Sep-21,-1,20210905-076,"Dark brown or black, medium sized adult caught on game camera coming from Kristen Higgins trailer, subsequent to destroying her sewage line"
7834,05-Sep-21,-1,,"Bear reported sniffing around trash cans at Pizza Deck. Wildlife staff responded and found several overflowing trash cans, one showing obvious signs that a bear had got into it. Wildlife staff responded to a call an hour later at the same location. Respon"
7854,07-Sep-21,-1,,Visitor watched as a beautiful caramel colored bear went through his neighbors unattended trash. Visitor reported incident to E. Kokotan (wilderness ranger).
7851,22-Sep-21,-1,20210924-050,"Bear came down hill toward Katie. She moved away, afraid. The bear bit the pop-socket off her phone and didn't respond to her yelling. It hit the play button with its nose and when the music came on it got spooked and moved away from the phone. She threw "
7852,22-Sep-21,0,20210922-017,B+G reported a bear had ripped the siding off a house. It happened sometime between Monday night 9/20 and Tuesday night. They know this because they worked on the house on Monday and the damage was not there. They came back on Wednesday and noticed it. Th
7858,28-Sep-21,-1,2037-20211003-002,Blue 70 (#2037) was observed on resident's Ring App pulling the AC window unit out of the window. The falling unit startled the bear but not by much. She continued to approach the open window but was scared off by a neighbor. She ran fast when the neighbo
7853,28-Sep-21,0,20211002-026,"Bear bit hammock hanging in backyard several times, damaging it. Also left paw prints on hammock"
7856,05-Oct-21,-1,2037-20211005-028,Ed Canapari of BCU had hung his backpack on a hook on the shed behind the Vernal Footbridge bathroom and Blue 70 got it off and started ripping into it. She didn’t get anything from the pack and she was difficult to haze but Ed was successful with very ag
7859,19-Oct-21,-1,20211019-001,"Colton Marshal heard a commotion on his porch, went outside and saw a large dark/black bear eating food out of a haul-bag on his porch. He aggressively scared the bear away, but the bear was briefly defiant. Colton successfully scared it away and gave a s"
7862,12-Nov-21,-1,20211121-012,"Second-hand report through Joey , Valley L.E.  responded to a bear getting people's food at Churchbowl around midnight. The people were 30 feet from their food. An uncollared bear obtained food and garbage. LE hazed the bear verbally and it did not go far"
7860,12-Nov-21,-1,20211113-020,"EP resident Rosemary MacCallum returned to her home on 11/12 at 4pm after spending a couple hours in the Valley, to find trash sprawled everywhere, the window pushed open, and a bear just outside her home with a bottle of protein powder that it had taken "
7861,13-Nov-21,-1,20211113-050,"Linda left house for 15 minutes with door open. Untagged bear ripped through door screen, entered kitchen, opened cabinet, ate a cake and sourdough bread. Linda returned to find the bear on front yard eating. It spooked easily and went up a tree."
7865,27-Nov-21,-1,,"I woke up hearing strange noises outside bedroom window. I went out and spotlighted a bear in an open-top dumpster. He ran immediately when spotlighted. Dumpster had a bunch of minor food trash: wrappers, condiments, empty food packages. The bear likely d"
7867,27-Nov-21,-1,,Mike Hastings responded to a bear getting into trash at Church Bowl picnic area around midnight. He fired 2 shotgun rounds at the bear. Large dark colored bear with right ear tag.
7868,20-Dec-21,0,20211220-019,Visitors camped at the edge of Circle meadow on the night of December 18th. On December 19th they started back towards Badger Pass when one of their party could not continue due to dehydration. They abandoned a duffel bag and some other gear. The duffel c
7876,18-Apr-22,-1,2037-20220418-028,Liz Lauer was on trail when Bear 2037 (blue 70) crossed footbridge in her direction. Liz was very afraid and tossed her pack towards the bear. B70 ate string cheese. Subject reports $50 damage to pack. Visitor says she would have felt more empowered to sc
7878,25-Apr-22,-1,2037-20220425-037,"NPS employee arrived to check status of bathroom at 08:00 and found significant damage to interior saniboxes. RP reports that multiple unused urinal cakes were eaten along with 4+ rolls of unused toilet paper, along with miscellaneous wrappers/garbage (no"
7883,17-May-22,-1,2212-20220517-033,"Kevin Killian was patrolling EP Trailer Court and saw a subadult black bear exiting unit E7. The bear had no tags or collar and was skittish. Bear received substantial food reward including 5+ packs of ramen, multiple cans of soup, Oreos, etc. Bear captur"
7884,23-May-22,0,2212-20220525-010,"Following P1 (Bear #2212) GPS points concentrated in Trailer Court, food trash was found in Trailer Court that appeared fresh from previous day. Trash that had clear bear bite marks included beefy stew, English muffins, peanut butter, and ginger ale. It i"
7885,01-Jun-22,-1,2212-20220601-041,"Bear #2212 seen in trailer court by unit E8. After chasing bear out of trailer court, food trash was found at location where bear was first seen. Additional canned soups w/ punctures were found surrounding exterior storage area. Residents of Unit E5 state"
7887,11-Jun-22,0,20220629-035,Third-hand report of a bear getting food from backpackers at Lake Vernon. Unknown how food was stored or obtained.
7888,02-Jul-22,-1,20220713-032,Individual called PIO line to report seeing an Instagram post of a bear obtaining food from an open locker in Yose Valley CG. RP said that she told the poster it was a bad idea to post. Call taker advised RP to call Save-A-Bear hotline but they have not. 
7889,03-Jul-22,0,TRASH,"At 07:30, two bags of trash were found between dumpsters in SBPA, ~5000 calories of food trash appeared to have been consumed, including 1/2 a watermelon. Trash bags were left next to dumpster that was not full. Second trash bag contained 40+ Corona bottl"
7890,03-Jul-22,-1,TRASH,"NW side of Lake Vernon, bear got trash bag that was unattended by campers who had left to get water, campers came back and tried yelling, it left the trash but circled back south towards campsite of the RP. They were making breakfast, a group of 10 camper"
7891,03-Jul-22,-1,20220713-033,Backpacker walked > 10 feet away from open canister. Saw bear ~10 feet away and visitor fled out of fear because she was between the bear and open canister. Visitor watched the bear consume >5000 calories of food. Visitor then stated the bear followed the
7958,07-Jul-22,0,TRASH,S. Young (Wilderness) spoke to visitors who had a bear access garbage from the brains of their backpacks. Looked like a bear accessed food/trash/tampon wrappers. No bear sighted.
7898,08-Jul-22,-1,TRASH,Bear was witnessed eating trash from an overflowing can. Visitors had tough time describing location but clearly saw bear eating trash off ground
7894,08-Jul-22,-1,20220713-031,"Group of PCT'ers scared away from food/trash/gear by persistent, large blonde bear. Bear was difficult to haze, it obtained trash and cheese. Another group witnessed the incident. 2nd group then helped push bear out of campsite by throwing rocks at it. Be"
7897,09-Jul-22,-1,TRASH,"Drove past wash rack at fort late in the evening. Bear was in distance walking away into woods, only saw butt so unknown if tagged. Found ripped open bag of trash with several empty cups of ramen bit into along with damaged pop cans. Unknown where the tra"
7918,10-Jul-22,-1,3125-20220721-039,"Bear and cub were in the area when we ventured from our vehicles. The bear was interested in our packs. Cub was treed, we left to try and allow the cub to climb down. Bears tore through packs gourging on sweaty items and wrappers. Bear got into 1 pack wit"
7896,13-Jul-22,-1,3125-20220713-038,"Purple 29 bluff charged myself and Kyler Mosher after we lightly walked her out of Lower Falls and pursued her into Hutchings. Cub had gone up a tree and was vocalizing, P29 did a leap and double step towards us, and we backed away."
7902,16-Jul-22,-1,TRASH,Bear got into overflowing trash and was scared away by fire personnel.
7903,17-Jul-22,0,TRASH,Trash was scattered around the trash bins. Wildlife clearly got into food. I went to clean it up and throw trash away and bins were very full. I was able to disperse the trash amongst all three cans and recycling cans to clean everything up
7927,18-Jul-22,0,20220805-040,"Canister taken by bear. ""Before going to bed we put all of our food in the bear canister and put it 50 feet from our tent in some rock formations but in the morning we could not find it. We did not hear anything during the night but there was some tracks "
7906,20-Jul-22,-1,TRASH,Visitor returning to car by swinging bridge witnessed bear access trash from overflowing dumpster/small trash can by bathroom. Hit panic button on car to scare bear off.
7904,21-Jul-22,-1,TRASH,Bear observed accessing garbage by break area. Photos on Teams. Chased off by night housing.
7926,28-Jul-22,-1,3540-20220805-041,Victor 3 was walking through woods in search of suspect. Came upon sow and cub and was bluff-charged. Bear was Orange 22 (3540) and cub. Defensive as both bear and LE were caught off guard.
7924,30-Jul-22,-1,3540-20220802-042,"Jace, defensive bluff charge. Ranger came up on five visitors on trail to softball field - bear and cub were 20 feet away. Ranger asked visitors to leave and told the bear to stay away and to keep aware of location. Ranger spoke up, bear made two body str"
7925,09-Aug-22,-1,20220810-041,Bear obtained trash as visitors were done cooking breakfast. Visitors fearfully backed away from their food as large dark brown bear approached. Bear was untagged and seemed habituated and food conditioned. Visitors tried unsuccessfully to yell and scare 
7928,12-Aug-22,-1,20220812-033,"Bear approached backpackers, they were scared and ran away, they tried scaring it with rocks and yelling, bear finally treed. Bear ripped a backpacking pack and had a plastic food bag in its mouth when RP showed up. Second hand report."
7929,14-Aug-22,-1,3540-20220814-026,"Visitor was sitting on beach with food, looked up and O22 was < 10-15 feet away. Visitor yelled aggressively and waved arms with no response from bear. Cub ran out between visitor and O22. Vis got scared and retreated from food. O22 tore into bike side ba"
7937,15-Aug-22,-1,TRASH,"RP Brian called RO, Nick Sullens took his contact info. Chelsea talked with RP on phone. At top of Nevada Falls, at dry island area in the river just off trail, a bear approached a group of visitors. Visitors all backed away toward trail. Bear obtained fo"
7932,15-Aug-22,-1,20220819-010,"Medium sized chocolate bear took unattended backpack and continued to approach people. Woman got scared and threw her sandwich to the bear. Bear eventually lost interest and walked off. At one point, the bear was surrounded by a half-dozen people within 1"
7940,17-Aug-22,-1,3125-20220830-008,"""Walking towards Taft Point on Pohono Trail just past cabins near Glacier Point. Bear charged me from left side of trail. I charged/yelled at the bear and it slowly backed off. I noticed a cub in a tree on the right side of the trail after a couple of min"
7931,17-Aug-22,-1,20230206-001,"Bear approached camp, fiddled with backpack, then visitor scared it off. Did not get any food."
7938,18-Aug-22,-1,TRASH,Anonymous text received about 2 bears in lower falls bathroom. H. Vince arrived to find just Blue 70 (Bear 2037) on trash near bathroom. She used a banger and chased the bear away. We cleaned up multiple tipped over trash cans and lots of bathroom trash. 
7939,26-Aug-22,-1,2037-20220826-030,"An OB camper had set up a tent and mattress, and left food out, behind the Curry Boulders, specifically the Angler Boulder. Blue 70 bear #2037 found the food and obtained thousands of calories."
7943,27-Aug-22,-1,3233-20220828-053,"Victim was guest on backpacking tour from CUA Sports Basement. Victim did not click cannister shut. Orange 1 (3233) approached canister, knocked it over, and obtained food reward of five Kind bars and a tortilla. Bear stayed on perimeter of camp until sca"
7945,28-Aug-22,-1,TRASH,A supersack of empty bags of cement and food trash was left out of the construction site between camp 6 and the village store. Call came in that a bear was on the garbage pile eating trash
7942,29-Aug-22,0,20220830-007,"Bear accessed a refrigerator full of food from garage with damaged door. Garage door had been damaged months prior by motor vehicle, leaving large hole in bottom of door. Bear ate produce, butter/oil, and hummus but did not access > 100,000 calories of dr"
7950,02-Sep-22,-1,TRASH,A bear got into trash overflowing from trash cans. These cans had been taped off with signs telling people to pack their garbage out. People removed the tape and put trash in them until they were overflowing.
7946,04-Sep-22,0,20220904-057,"Incident report taken from Patty Haskins, the housekeeper who cleans the cabin and found the mess, and Noreen Trombley, who Patty initially reported the incident to. The bear (not seen by anybody) broke into the outdoor-access housekeeping closet at the c"
7947,06-Sep-22,-1,2037-20220906-032,"Visitor was sitting with chair in river facing Housekeeping Camp reading a book with back to Camp 6 meadow. Visitors on Housekeeping Camp beach saw bear behind victim and yelled to warn him. B70 obtained ~1000 calories of snacks, damaged camp chair, shred"
7952,06-Sep-22,0,20220917-021,AgroThrive liquid fertilizer was stored outside in the garden that was fenced by wire fencing. Animal broke metal wire that was being used to secure the fence to the side of the house. Animal bit into the liquid fertilizer as well as digging up carrots an
7951,09-Sep-22,-1,20220914-025,"From RP: ""The bear was on top of pack, ripping it apart. Bear can was scratched laying by the side."" 
Erin: John Gould (backpacker) was hiking up towards Eagle Peak and left his pack near the junction with the Rim Trail. Backpacker reports no food or scen"
7953,24-Sep-22,0,TRASH,"Good Morning,
Hello, my name is Jaquelin Garcia, and I am the new volunteer coordinator for the VIP program in Yosemite! 
Location: Women's restroom besides visitor center in Yosemite Valley. 
This morning at around 7:49 am, I came across the women's rest"
7954,24-Sep-22,-1,TRASH,"Trash can overflow, bear seems to have reached in through recycling hole and pulled trash out. Lots of food trash scattered about."
7956,25-Sep-22,0,TRASH,Heidi reported that Redwoods wedding guests overfilled dumpsters and a bear got trash and left quite a trail.
7957,02-Oct-22,-1,2037-20221002-043,"Victim was a member of Curry Housekeeping staff. Housekeeper left food unattended (1/2 bag of peanuts) in employee's personal backpack inside the housekeeping cart while she was flipping rooms in Boystown/Curry tent. 

Employee saw bear and was scared. Ot"
7998,02-Oct-22,0,20221102-004,Bear smashed the glass on the front door of the office. Paw prints and slobber visible. Unknown what the attractant was.
7961,06-Oct-22,-1,20221006-046,"The bear was noticed when it started digging beneath the wooden fence surrounding the tent cabin. It may have been trying to get at a hanging bag of trash. Not getting any food this way, the bear moved over to open bear locker and got three muffins before"
7995,07-Oct-22,0,20221027-016,"Did the bear damage any of your equipment? Just a very minor chomp out of the corner of my old foam pad. Sleeping pad was damaged? Yes - see above. Did the bear get any food/calories at all? No - none. You said the bear worked over your pack, was it damag"
7990,09-Oct-22,-1,TRASH,"Two 30-gallon black trash bags worth of trash was collected. Confirmed bear sign, scat, and bite marks observed by 848. The trash appeared to be pulled out of at least two  of the trash bins in front of the restrooms. No bear seen during this incident, bu"
7992,13-Oct-22,0,TRASH,About 1/2 gallon worth of trash was present near the trash cans opposite the cathedral beach restrooms. Visible punctures from teeth present.
7993,15-Oct-22,-1,TRASH,"Sow + 2 cubs (formerly sow + 3) found at Cathedral ripping into trash.
	

		
Had to haze several times, but they kept returning. Took trash and left a long wake 
		
Eventually called LE to assist & keep lookout while I cleaned up
		
Trash was NOT overflow"
8000,30-Oct-22,0,20221102-005,1st incident of 2. Bear broke into a shed and got dog food. This first incident seems like the shed was not locked properly and only food was obtained.
8001,01-Nov-22,-1,20221102-006,2nd of 2 incidents. Bear broke into shed again at same residence and got more dog food. This time the door was latched and the bear caused some structural damage.
8002,13-Nov-22,-1,20221113-011,"Bear ate turkey bacon, chicken, and tomato totaling between 1501-9999 calories. A couple were picnic at El Cap Picnic Area when a bear approached them. The people backed away and got in their car where they made noise honking their horn until a shuttle dr"
8004,19-Nov-22,-1,TRASH,Christian Pondella (LE) came upon a large tagged bear eating trash from the open door of a trash can. He scared it to the west. It supposedly had a white or yellow tag but he wasn't too confident in that.
8006,21-Nov-22,-1,TRASH,Neighbor saw bear getting into trash/recycle. Yelled and scared it off. Would not say specific residence
8012,07-Dec-22,0,20221215-013,"A bear tore open door to under-house storage area. At almost everything in a drop-in freezer: walnuts, bread, roasting chicken, turkey soup stock. Severely damaged freezer. Resident has been seeing a tagged bear (purple 1) and an untagged in their yard re"
8015,07-Dec-22,-1,20221207-016,Bear captured on camera. Rolled trap. No food reward but damaged the Tomahawk fisher trap
8008,10-Dec-22,-1,2212- TRASH,Purple 1 seen by Gdickman getting trash from a neighbor's porch that they had forgot overnight.
8014,10-Dec-22,-1,20221215-014,"Bear obtained 300 calories of chicken from pacific fisher trap. Three traps rolled by bears in the last week on this line. Bear captured on camera trap, untagged, white blaze on chest"
8019,26-Dec-22,0,TRASH,Campers awoke to see their neighbors picking up garbage and food trash around their campsite and reported it looked like a bear had come through an made a mess.
8020,28-Dec-22,-1,3822-20221228-027,"Visitor left cooler unattended for 10-15 minutes, went to bathroom. One visitor sitting in vehicle finally noticed bear on their cooler and bags of trash. Visitors watched  bear eat their food and drag away bags of trash for 10-15 minutes before LE arrive"
8022,31-Dec-22,-1,TRASH,"20-gallon trash can full of food and trash was knocked over by a bear. Aaron, garage employee, witnessed the bear on trash at around 03:00 and called it in to dispatch. He cleaned up the trash but did not secure the trash can. The bear returned the follow"
8024,01-Jan-23,0,TRASH,"I went to investigate an incident from the previous night and found the same trash can had been flipped by a bear this morning, and trash scattered everywhere. Unknown what time."
8025,21-Jan-23,-1,TRASH,"Found bear at site of at least 3 days old trash incident (buried under freshest layer of snow). Canine marks in recycling and other containers. Untagged adult dark brown to black colored bear seen at garbage today, unknown what bear initially took the gar"
8026,29-Jan-23,-1,TRASH,Aramark Concession Employee went to the bathroom at 6:30 in the morning and found a bear with a yellow tag getting into a bag of garbage they thought was likely left out by the Housekeepers who clean their bathrooms. Employee scared the bear off and then 
8028,08-Feb-23,-1,TRASH,Grey Recology dumpster had the bar down. A large dark bear with a right ear tag lifted the bar and lid and climbed inside. RP yelled at the bear and the bear fled the dumpster. RP went back inside but came back out in response to the noise of the bear bac
8049,18-Feb-23,-1,20230519-002,The screen to the skylight over the bathroom was clawed by a bear in the early morning hours of 2/18. Patty heard movement above her and saw the bear's butt as it retreated. The bear had climbed onto the roof of the building the night before. The skylight
8036,16-Apr-23,-1,3969-20230418-004,"Nic Ross left out a lunch pale w/ Tupperware w/ sandwich aroma, and a child carrier with food wrappers. Bear found on porch ripping the child carrier backpack, lunged at Nic when he tried to scare it. Nic grabbed a stick and smacked bear in face and it to"
8035,17-Apr-23,-1,3969-20230419-015,"Bear entered yard over fence or through gate to access compost. No response to yelling. Stomped at Molly a couple times and kept eating. He seemed to lose interest after a few minutes and wandered off, but did hustle away when I shouted after him. Bear da"
8039,21-Apr-23,-1,3969-20230421-038,"Bear was seen on back porch, resident's chased it away. They later saw that 2 of their sheds had been broken into. Bear ate 2-lbs of bees wax and out of first shed and some birdseed and fertilizer out of second shed. Resident reported specific damage to s"
8040,22-Apr-23,-1,3969-20230422-002,"Bear opened car door and spent an hour in the car causing extensive damage after the door closed behind the bear because the car was parked on a hill. Front driver's side sustained the majority of damage - upholstery, ceiling fabric, head rest, weather st"
8044,24-Apr-23,-1,3969-20230424-005,"Nature Bridge employee. Bear opened unlocked door handle of vehicle and became stuck inside vehicle. Bear obtained food: ghee, quinoa, sugary fizzy drinks, maybe a few other minor items. Bear was stuck in vehicle for 20 minutes. Rob and Erin arrived on sc"
8042,24-Apr-23,-1,3696-20230424-001,"Bear  used unlocked door handle to enter vehicle, sat on parking brake and the car rolled backwards down a hill, and became high centered on a rock wall. Bear totally destroyed inside of car. Totaled. Rob and Erin responded and released bear from vehicle."
8047,26-Apr-23,0,TRASH,Bear dragged trash about 100m and obtained various food items. Reported by Valley Custodial.
8051,31-May-23,-1,2212-20230601-023,"Garrett Gomez was inside texting friend and heard scratching, then tearing at side of house. No windows were open. Roommate opened blinds to find a bear on side of building. They yelled and it ran away quickly. Did not gain entry into house. Neighbors als"
8052,05-Jun-23,0,3969-20230605-047,Bear smashed back passenger door of vehicle parked in same spot as previous two break-ins associated with food rewards. Does not appear bear spent much/any time in vehicle. No damage to interior.
8057,07-Jun-23,-1,3969-TRASH,"Green E52 seen by 847 and 848 in an open top dumpster. Bear had obtained food trash. They hazed with paintballs, bear treed twice and then fled uphill."
8055,10-Jun-23,-1,TRASH,"Bear seen getting trash at 02:30am. Scared off, then returned but did not get anything"
8050,12-Jun-23,-1,20230614-051,"Small blonde yearling bear stole a hiker's shoe and socks. Hiker saw the bear and ""bothered it"" out of camp. He said he retrieved his shoe near the bear's ""den cave"". He also reported hearing other backpacker's attempting to scare the bear away at night."
8069,23-Jun-23,-1,TRASH,"Bear seen eating bag of trash left by a car. Person using car alarm to scare it unsuccessfully. RP threw sticks at it to scare it away, and got garbage back."
8058,26-Jun-23,-1,2212-20230627-051,"Resident left room to laundry unlatched and external door open. Resident left house at 08:00 and returned home at 19:00. Resident arrived to find dark bear with purple tag #1 in her yard, eating a large Tupperware 1/3 full of cat food. Based on footprints"
8070,04-Jul-23,-1,3316-TRASH,Hotline call from resident Nick that he found 3 large bags of trash filled with food trash at beach north of HKC beach south of Camp 6. Nick reports throwing the three bags of trash away but Purple 20 obtained miscellaneous scraps including melted ice cre
8072,08-Jul-23,-1,3316-TRASH,841 tracked Purple 20 to Yellow Pines and discovered a dog at the Climbing Stewards site leashed to a table with dog food and cooking oil next to it. A friend visiting the hosts flagged 841 down to report chasing a bear out of the site minutes before. She
8068,09-Jul-23,-1,20230712-032,"The bear was coming towards our bear canister and trash which was left outside of it. We tried scaring it away but it continued its advance towards the food and ate it. We backed off and came back but the bear didn't budge. Instead, it walked towards us a"
8073,12-Jul-23,0,20230712-060,"Bear tore a 6"" hole in tent and pulled sleeping bag part way out, ripping it as well about 6"", some down filling came out. Pulled down clothes line and ripped towel. No food or trash obtained. Occurred sometime between 08:30 and 15:00. Caitlin responded t"
8075,19-Jul-23,-1,2343-20230719-006,"Bear entered campsite and pulled food out of an open bear locker. Obtained cup-o-noodles, cookies, Doritos. Multiple other campers corroborated the scenario. Visitors said they forgot. Green 23 was on telemetry. Pic and video support observation of a coll"
8088,26-Jul-23,-1,20230810-055,People at the trailhead feeding a massive bear. They had a plate of food down and standing within 10 feet of the bear. Reported by Pink Jeep tour guide
8091,31-Jul-23,-1,3316-20230821-024,"Bear 3316 (Purple 20) walked towards them sitting in their inner tubes. Visitors got scared and got into water about 15 yards away, bear approached the tubes and played with them for a few minutes, he bit the tube and it popped, which scared him away. Tub"
8089,04-Aug-23,-1,3316-TRASH,Purple 20 (3316) obtained bag of tortillas. Trash strewn across ground near parking area by RC.
8084,07-Aug-23,-1,3316-20230807-054,"Purple 20 (3316) obtained 5-6 sandwich rolls and 4-5 bagels (1501-9999 calories). Visitors were eating  within arms' reach of locker when bear snuck up around back of tent and entered open locker, which scared the visitors away. A large crowd gathered 20 "
8087,07-Aug-23,-1,20230809-059,"Bear ripped hole in tent fly and mosquito netting. At 0315 bear heard by RP's husband, who called out ""bear"". At that time the bear ""fell"" on tent partially collapsing it in and ripping hole. The bear made contact with RP's face (no injury). Bear then fle"
