IncidentID,IncidentDate,IncidentTime,Location,LocationDetail,Subdistrict,BlameFactorDesc,IncidentDescription,PropertyTypeID,DamageAmount
7889,2022-07-03,7:15:00,Sentinel Beach Picnic Area,,Yosemite Valley,Improper garbage disposal,"At 07:30, two bags of trash were found between dumpsters in SBPA, ~5000 calories of food trash appeared to have been consumed, including 1/2 a watermelon. Trash bags were left next to dumpster that was not full. Second trash bag contained 40+ Corona bottles",20,0
7890,2022-07-03,7:30:00,Other/Wilderness,Lake Vernon,Wilderness,Walked away for short time,"NW side of Lake Vernon, bear got trash bag that was unattended by campers who had left to get water, campers came back and tried yelling, it left the trash but circled back south towards campsite of the RP. They were making breakfast, a group of 10 campers came together to scare the bear off. Bear was not scared but was deterred from campers and walked further away towards river. Not super reactive, clearly used to people, between 7am and 8am.",20,0
7891,2022-07-03,9:00:00,Other/Wilderness,Lake Vernon,Wilderness,Visitors afraid of bear,Backpacker walked > 10 feet away from open canister. Saw bear ~10 feet away and visitor fled out of fear because she was between the bear and open canister. Visitor watched the bear consume >5000 calories of food. Visitor then stated the bear followed the party of 4 out. Visitor stated she had visited YOSE 4+ times and the wilderness ranger did not tell her what to do if she saw a bear. Had BV canister but used improperly (left open out of arm's reach).,18,40
7894,2022-07-08,,Lyell Canyon,"Lyell Canyon, upper footbridge",Wilderness,Visitors afraid of bear,"Group of PCT'ers scared away from food/trash/gear by persistent, large blonde bear. Bear was difficult to haze, it obtained trash and cheese. Another group witnessed the incident. 2nd group then helped push bear out of campsite by throwing rocks at it. Bear was persistent and roamed around to different campsites in search of more food/canisters.",18,10
7896,2022-07-13,10:00:00,Hutchings Orchard,Hutching's,Yosemite Valley,Bluff Charge - Defensive,"Purple 29 bluff charged myself and Kyler Mosher after we lightly walked her out of Lower Falls and pursued her into Hutchings. Cub had gone up a tree and was vocalizing, P29 did a leap and double step towards us, and we backed away.",20,0
7897,2022-07-09,23:50:00,Valley Maintenance Lot,Wash rack adjacent trails office,Yosemite Valley,Unknown,"Drove past wash rack at fort late in the evening. Bear was in distance walking away into woods, only saw butt so unknown if tagged. Found ripped open bag of trash with several empty cups of ramen bit into along with damaged pop cans. Unknown where the trash bag came from. No cars or trucks nearby. Appeared to be from resident. Receipt with name Elizabeth Vandentoorn.",20,0
7898,2022-07-08,23:00:00,El Capitan Straight/Cross,El Cap Cross trash can,Yosemite Valley,Unknown,Bear was witnessed eating trash from an overflowing can. Visitors had tough time describing location but clearly saw bear eating trash off ground,20,0
7902,2022-07-16,10:00:00,Wawona Road,chinquapin parking,Wawona,Improper garbage disposal,Bear got into overflowing trash and was scared away by fire personnel.,20,0
7903,2022-07-17,6:30:00,Cathedral Beach Picnic Area,cathedral beach bathroom trash cans,Yosemite Valley,Improper garbage disposal,Trash was scattered around the trash bins. Wildlife clearly got into food. I went to clean it up and throw trash away and bins were very full. I was able to disperse the trash amongst all three cans and recycling cans to clean everything up,20,0
7904,2022-07-21,0:15:00,Village Grill,break area,Yosemite Valley,Improper garbage disposal,Bear observed accessing garbage by break area. Photos on Teams. Chased off by night housing.,20,0
7906,2022-07-20,19:00:00,Swinging Bridge Picnic Area,trash cans at swinging bridge,Yosemite Valley,Improper garbage disposal,Visitor returning to car by swinging bridge witnessed bear access trash from overflowing dumpster/small trash can by bathroom. Hit panic button on car to scare bear off.,20,0
7918,2022-07-10,10:00:00,Valley Climbing Area,Chapel Wall,Yosemite Valley,Improper storage of a bear attractant,"Bear and cub were in the area when we ventured from our vehicles. The bear was interested in our packs. Cub was treed, we left to try and allow the cub to climb down. Bears tore through packs gourging on sweaty items and wrappers. Bear got into 1 pack with food wrappers in it. Bear also gnawed sweaty parts of 2nd daypack (back pad and vest). Bear described as light brown with ear tag and collar, with purple tag. Purple 29's GPS points put her in this area at the right time.",12,200
7924,2022-07-30,13:00:00,Hutchings Orchard,Gravel path at Hutchings,Yosemite Valley,Bluff Charge - Defensive,"Jace, defensive bluff charge. Ranger came up on five visitors on trail to softball field - bear and cub were 20 feet away. Ranger asked visitors to leave and told the bear to stay away and to keep aware of location. Ranger spoke up, bear made two body strides forward and huffed after ranger tried to push away from eyesight. Cub ran off, mama bear behind.",20,0
7925,2022-08-09,10:00:00,Other/Wilderness,Lake Vernon,Wilderness,Visitors afraid of bear,Bear obtained trash as visitors were done cooking breakfast. Visitors fearfully backed away from their food as large dark brown bear approached. Bear was untagged and seemed habituated and food conditioned. Visitors tried unsuccessfully to yell and scare bear away . Bear returned 20 minutes later and investigated their canisters which were closed properly.,18,2
7926,2022-07-28,14:55:00,Valley Other/Non-Wilderness,boulders behind wilderness lot,Yosemite Valley,Bluff Charge - Defensive,Victor 3 was walking through woods in search of suspect. Came upon sow and cub and was bluff-charged. Bear was Orange 22 (3540) and cub. Defensive as both bear and LE were caught off guard.,20,0
7927,2022-07-18,,Other/Wilderness,Dewey Point,Wilderness,Food Conditioned Behavior,"Canister taken by bear. ""Before going to bed we put all of our food in the bear canister and put it 50 feet from our tent in some rock formations but in the morning we could not find it. We did not hear anything during the night but there was some tracks not far from the rocks where we put it. We looked for it but did not find any tracks of it neither sign of our food and we had to shorten our hike because we had (luckily) only 2 bars that we forgot in our bag. I do not think It could have fell off unless someone/something pushed as I placed it like 30/40 feet away from the east edge of Dewey point and placed some rocks above so it couldn't move to prevent the exact situation that happened. Again I am really sorry for this too I really wanted to take back the canister to the end of our adventure in the park. """,21,70
7927,2022-07-18,,Other/Wilderness,Dewey Point,Wilderness,Food Conditioned Behavior,"Canister taken by bear. ""Before going to bed we put all of our food in the bear canister and put it 50 feet from our tent in some rock formations but in the morning we could not find it. We did not hear anything during the night but there was some tracks not far from the rocks where we put it. We looked for it but did not find any tracks of it neither sign of our food and we had to shorten our hike because we had (luckily) only 2 bars that we forgot in our bag. I do not think It could have fell off unless someone/something pushed as I placed it like 30/40 feet away from the east edge of Dewey point and placed some rocks above so it couldn't move to prevent the exact situation that happened. Again I am really sorry for this too I really wanted to take back the canister to the end of our adventure in the park. """,18,50
7928,2022-08-12,9:30:00,Lyell Canyon,Lyell Canyon,Wilderness,Visitors afraid of bear,"Bear approached backpackers, they were scared and ran away, they tried scaring it with rocks and yelling, bear finally treed. Bear ripped a backpacking pack and had a plastic food bag in its mouth when RP showed up. Second hand report.",12,200
7928,2022-08-12,9:30:00,Lyell Canyon,Lyell Canyon,Wilderness,Visitors afraid of bear,"Bear approached backpackers, they were scared and ran away, they tried scaring it with rocks and yelling, bear finally treed. Bear ripped a backpacking pack and had a plastic food bag in its mouth when RP showed up. Second hand report.",18,5
7929,2022-08-14,14:00:00,Valley Beach,Ahwahnee Beach,Yosemite Valley,Walked away for short time,"Visitor was sitting on beach with food, looked up and O22 was < 10-15 feet away. Visitor yelled aggressively and waved arms with no response from bear. Cub ran out between visitor and O22. Vis got scared and retreated from food. O22 tore into bike side bags and bit ENO hammock in its bag. The bear accessed gummy bears, sunscreen, food trash. Cultural resources attempted to scare bear throwing large rocks at it and eventually was able to scare off. EDIT: Spoke to cultural resources staff that was present, says RP was far from food in the river the whole time. Unclear who is the reliable narrator.",12,120
7929,2022-08-14,14:00:00,Valley Beach,Ahwahnee Beach,Yosemite Valley,Walked away for short time,"Visitor was sitting on beach with food, looked up and O22 was < 10-15 feet away. Visitor yelled aggressively and waved arms with no response from bear. Cub ran out between visitor and O22. Vis got scared and retreated from food. O22 tore into bike side bags and bit ENO hammock in its bag. The bear accessed gummy bears, sunscreen, food trash. Cultural resources attempted to scare bear throwing large rocks at it and eventually was able to scare off. EDIT: Spoke to cultural resources staff that was present, says RP was far from food in the river the whole time. Unclear who is the reliable narrator.",19,85
7931,2022-08-17,3:00:00,Lyell Canyon,Between Ireland Jct and Kuna Creek on JMT,Wilderness,Food Conditioned Behavior,"Bear approached camp, fiddled with backpack, then visitor scared it off. Did not get any food.",12,50
7932,2022-08-15,12:00:00,John Muir Trail to LYV,Top of Nevada Falls,Wilderness,Visitors afraid of bear,"Medium sized chocolate bear took unattended backpack and continued to approach people. Woman got scared and threw her sandwich to the bear. Bear eventually lost interest and walked off. At one point, the bear was surrounded by a half-dozen people within 15 feet.",18,10
7932,2022-08-15,12:00:00,John Muir Trail to LYV,Top of Nevada Falls,Wilderness,Visitors afraid of bear,"Medium sized chocolate bear took unattended backpack and continued to approach people. Woman got scared and threw her sandwich to the bear. Bear eventually lost interest and walked off. At one point, the bear was surrounded by a half-dozen people within 15 feet.",12,20
7937,2022-08-15,14:00:00,John Muir Trail to LYV,top of Nevada Falls,Wilderness,Improper garbage disposal,"RP Brian called RO, Nick Sullens took his contact info. Chelsea talked with RP on phone. At top of Nevada Falls, at dry island area in the river just off trail, a bear approached a group of visitors. Visitors all backed away toward trail. Bear obtained food and trash that had been left behind up there by a previous visitor. Bag had bags of beef jerky in it. No visitors claimed trash/food items. RP gave bear space when bear approached, snuck up within 20 yards, left area and called RO. Estimated 300lb bear.",20,0
7938,2022-08-18,6:20:00,Lower Yosemite Fall Picnic Area,Bathrooms at picnic area,Yosemite Valley,Improper storage of a bear attractant,Anonymous text received about 2 bears in lower falls bathroom. H. Vince arrived to find just Blue 70 (Bear 2037) on trash near bathroom. She used a banger and chased the bear away. We cleaned up multiple tipped over trash cans and lots of bathroom trash. Unknown if actual food was obtained. Seemed like maybe not.,20,0
7939,2022-08-26,12:00:00,Valley Other/Non-Wilderness,Curry New Housing behind boulders,Yosemite Valley,Improper food storage,"An OB camper had set up a tent and mattress, and left food out, behind the Curry Boulders, specifically the Angler Boulder. Blue 70 bear #2037 found the food and obtained thousands of calories.",11,100
7939,2022-08-26,12:00:00,Valley Other/Non-Wilderness,Curry New Housing behind boulders,Yosemite Valley,Improper food storage,"An OB camper had set up a tent and mattress, and left food out, behind the Curry Boulders, specifically the Angler Boulder. Blue 70 bear #2037 found the food and obtained thousands of calories.",18,50
7940,2022-08-17,14:00:00,Other/Trail,Pohono Trail 0.5 miles from Pohono/Panorama Jct,Wilderness,Bluff Charge - Defensive,"""Walking towards Taft Point on Pohono Trail just past cabins near Glacier Point. Bear charged me from left side of trail. I charged/yelled at the bear and it slowly backed off. I noticed a cub in a tree on the right side of the trail after a couple of minutes. I slowly backed away from bear while making lots of noise after it gave me some distance. Hiked Glacier Point Rd to Taft."" Bear #3125 GPS data confirms presence at location at time of incident.",20,0
7942,2022-08-29,3:00:00,El Portal - Rancheria,9754 River View Road,El Portal,Improper food storage,"Bear accessed a refrigerator full of food from garage with damaged door. Garage door had been damaged months prior by motor vehicle, leaving large hole in bottom of door. Bear ate produce, butter/oil, and hummus but did not access > 100,000 calories of dry storage in immediate area. N. Vince secured door that afternoon.",18,20
7943,2022-08-27,21:00:00,Glen Aulin Backpacker's Campground,,Wilderness,Improper food storage,"Victim was guest on backpacking tour from CUA Sports Basement. Victim did not click cannister shut. Orange 1 (3233) approached canister, knocked it over, and obtained food reward of five Kind bars and a tortilla. Bear stayed on perimeter of camp until scared off by noise.",18,8
7945,2022-08-28,11:30:00,Yosemite Village,New Welcome center construction area,Yosemite Valley,Improper garbage disposal,A supersack of empty bags of cement and food trash was left out of the construction site between camp 6 and the village store. Call came in that a bear was on the garbage pile eating trash,20,0
7946,2022-09-04,12:00:00,Foresta - Residential,"Foresta Hilltop rental cabins, 1276 Dana Way",Big Oak Flat,Improper storage of a bear attractant,"Incident report taken from Patty Haskins, the housekeeper who cleans the cabin and found the mess, and Noreen Trombley, who Patty initially reported the incident to. The bear (not seen by anybody) broke into the outdoor-access housekeeping closet at the cabin, via a vent on the bottom of the door. The bear obtained a tub of rodenticide, a container of bug/ant/Taro bait, laundry detergent, and damaged toilet paper, Clorox scented wipes, and another container of cleaner in addition to the door.",15,100
7946,2022-09-04,12:00:00,Foresta - Residential,"Foresta Hilltop rental cabins, 1276 Dana Way",Big Oak Flat,Improper storage of a bear attractant,"Incident report taken from Patty Haskins, the housekeeper who cleans the cabin and found the mess, and Noreen Trombley, who Patty initially reported the incident to. The bear (not seen by anybody) broke into the outdoor-access housekeeping closet at the cabin, via a vent on the bottom of the door. The bear obtained a tub of rodenticide, a container of bug/ant/Taro bait, laundry detergent, and damaged toilet paper, Clorox scented wipes, and another container of cleaner in addition to the door.",19,50
7947,2022-09-06,16:30:00,Valley Beach,Housekeeping Camp Beach,Yosemite Valley,Visitors afraid of bear,"Visitor was sitting with chair in river facing Housekeeping Camp reading a book with back to Camp 6 meadow. Visitors on Housekeeping Camp beach saw bear behind victim and yelled to warn him. B70 obtained ~1000 calories of snacks, damaged camp chair, shredded pack, and bit into six library books. When I arrived, B70 was on food with ~50 visitors less than twenty feet from her taking pictures. Hazed hard with 3 shotgun and 1 pyrotechnic round, good response.",18,15
7947,2022-09-06,16:30:00,Valley Beach,Housekeeping Camp Beach,Yosemite Valley,Visitors afraid of bear,"Visitor was sitting with chair in river facing Housekeeping Camp reading a book with back to Camp 6 meadow. Visitors on Housekeeping Camp beach saw bear behind victim and yelled to warn him. B70 obtained ~1000 calories of snacks, damaged camp chair, shredded pack, and bit into six library books. When I arrived, B70 was on food with ~50 visitors less than twenty feet from her taking pictures. Hazed hard with 3 shotgun and 1 pyrotechnic round, good response.",12,60
7947,2022-09-06,16:30:00,Valley Beach,Housekeeping Camp Beach,Yosemite Valley,Visitors afraid of bear,"Visitor was sitting with chair in river facing Housekeeping Camp reading a book with back to Camp 6 meadow. Visitors on Housekeeping Camp beach saw bear behind victim and yelled to warn him. B70 obtained ~1000 calories of snacks, damaged camp chair, shredded pack, and bit into six library books. When I arrived, B70 was on food with ~50 visitors less than twenty feet from her taking pictures. Hazed hard with 3 shotgun and 1 pyrotechnic round, good response.",19,180
7950,2022-09-02,12:00:00,Glacier Point Concession Facilities,Glacier Point store trash cans,Glacier Point,Improper garbage disposal,A bear got into trash overflowing from trash cans. These cans had been taped off with signs telling people to pack their garbage out. People removed the tape and put trash in them until they were overflowing.,20,0
7951,2022-09-09,17:00:00,Other/Wilderness,Junction of Rim Trail (El Cap Tr) and Eagle Peak T,Wilderness,Food Conditioned Behavior,"From RP: ""The bear was on top of pack, ripping it apart. Bear can was scratched laying by the side."" Erin: John Gould (backpacker) was hiking up towards Eagle Peak and left his pack near the junction with the Rim Trail. Backpacker reports no food or scented items were left in pack outside of bear canister. Backpacker was unable to locate his pack when he returned and without any gear abandoned his backpacking itinerary and returned to his vehicle. A day hiker (Aaron Johnston) found the pack 0.2 miles up towards Eagle Peak from the junction on 9/9 with a bear ripping into it. The bear canister had been taken out of the pack and was scratched but intact. Although RP reported no radio collar or ear tags, on follow up phone call he was not sure. Medium brown untagged/uncollared bear.",12,250
7952,2022-09-06,,Foresta - Residential,6471 Foresta Road,Big Oak Flat,Improper food storage,AgroThrive liquid fertilizer was stored outside in the garden that was fenced by wire fencing. Animal broke metal wire that was being used to secure the fence to the side of the house. Animal bit into the liquid fertilizer as well as digging up carrots and onions. Animal entered the garden between 8-5pm while resident was at work. Animal later returned in the middle of the night and dragged the fertilizer into the woods.,18,2
7952,2022-09-06,,Foresta - Residential,6471 Foresta Road,Big Oak Flat,Improper food storage,AgroThrive liquid fertilizer was stored outside in the garden that was fenced by wire fencing. Animal broke metal wire that was being used to secure the fence to the side of the house. Animal bit into the liquid fertilizer as well as digging up carrots and onions. Animal entered the garden between 8-5pm while resident was at work. Animal later returned in the middle of the night and dragged the fertilizer into the woods.,19,15
7953,2022-09-24,,Valley Visitor Center,Valley visitor center restrooms,Yosemite Valley,Other,"Good Morning, Hello, my name is Jaquelin Garcia, and I am the new volunteer coordinator for the VIP program in Yosemite! Location: Women's restroom besides visitor center in Yosemite Valley. This morning at around 7:49 am, I came across the women's restroom trash bin knocked over with trash scattered. There were Ziploc bags with food that were ripped open as if they were chewed on. This was very likely a wildlife encounter during the night. I called Dispatch and let them know and facilities came over to clean the floor and put a new trash bag in the trash bin. Additionally, we are informing the YCA to pass this information along in the evening program and to everyone helping in the event! I have attached a photo of the restroom the way I found it. Please let me know if you would like additional details. Jackie",20,0
7954,2022-09-24,11:30:00,Glacier Point Concession Facilities,glacier point store trash cans,Glacier Point,Unknown,"Trash can overflow, bear seems to have reached in through recycling hole and pulled trash out. Lots of food trash scattered about.",20,0
7956,2022-09-25,,Wawona Other/Non-wilderness,Forest Drive dumpsters,Wawona,Unknown,Heidi reported that Redwoods wedding guests overfilled dumpsters and a bear got trash and left quite a trail.,20,0
7957,2022-10-02,16:00:00,Curry Village,Site 290,Yosemite Valley,Improper food storage,Victim was a member of Curry Housekeeping staff. Housekeeper left food unattended (1/2 bag of peanuts) in employee's personal backpack inside the housekeeping cart while she was flipping rooms in Boystown/Curry tent. Employee saw bear and was scared. Other employees chased bear off. No property damage.,18,2
7958,2022-07-07,22:00:00,Snow Creek Trail,Snow Creek Trail,Wilderness,Improper garbage disposal,S. Young (Wilderness) spoke to visitors who had a bear access garbage from the brains of their backpacks. Looked like a bear accessed food/trash/tampon wrappers. No bear sighted.,20,0
7961,2022-10-06,21:45:00,Housekeeping Camp,Housekeeping 355,Yosemite Valley,Improper food storage,"The bear was noticed when it started digging beneath the wooden fence surrounding the tent cabin. It may have been trying to get at a hanging bag of trash. Not getting any food this way, the bear moved over to open bear locker and got three muffins before being yelled at enough that it left.",18,6
7990,2022-10-09,6:30:00,Cathedral Beach Picnic Area,cathedral beach picnic,Yosemite Valley,Improper garbage disposal,"Two 30-gallon black trash bags worth of trash was collected. Confirmed bear sign, scat, and bite marks observed by 848. The trash appeared to be pulled out of at least two of the trash bins in front of the restrooms. No bear seen during this incident, but bear #2343 had two cluster points at exact location after the gates had been swung at midnight local time.",20,0
7992,2022-10-13,6:45:00,Cathedral Beach Picnic Area,cathedral beach picnic,Yosemite Valley,Improper garbage disposal,About 1/2 gallon worth of trash was present near the trash cans opposite the cathedral beach restrooms. Visible punctures from teeth present.,20,0
7993,2022-10-15,23:20:00,Cathedral Beach Picnic Area,cathedral beach picnic area,Yosemite Valley,Unknown,"Sow + 2 cubs (formerly sow + 3) found at Cathedral ripping into trash. Had to haze several times, but they kept returning. Took trash and left a long wake Eventually called LE to assist & keep lookout while I cleaned up Trash was NOT overflowing - unsure if front of trash was fully or only partially unlatched",20,0
7995,2022-10-07,17:00:00,Other/Trail,Grand Canyon of Tuolumne,Wilderness,Food Conditioned Behavior,"Did the bear damage any of your equipment? Just a very minor chomp out of the corner of my old foam pad. Sleeping pad was damaged? Yes - see above. Did the bear get any food/calories at all? No - none. You said the bear worked over your pack, was it damaged? No, he just tipped it off of the log it was leaning on. I had removed the canister before going to the nearby river for water and a quick bath. It knocked the canister about 10' from my pack with no success in opening it. Did you see the bear? No, but I heard from others that a bear was active at the Glen Aulin BC camp and along the trail into the canyon while I was there. This occurred at a beautiful camp in a stand of mature cedar and Ponderosa pine about a 1/2 mile below the footbridge over Matterhorn Creek.",19,5
7998,2022-10-02,,Tuolumne NPS Admin Areas,Tioga Pass entrance office,Tuolumne Meadows,Food Conditioned Behavior,Bear smashed the glass on the front door of the office. Paw prints and slobber visible. Unknown what the attractant was.,15,75
8000,2022-10-30,,Wawona NPS Housing,2582 Riverview road,Wawona,Improper food storage,1st incident of 2. Bear broke into a shed and got dog food. This first incident seems like the shed was not locked properly and only food was obtained.,18,10
8001,2022-11-01,,Wawona NPS Housing,2582 Riverview road,Wawona,Food Conditioned Behavior,2nd of 2 incidents. Bear broke into shed again at same residence and got more dog food. This time the door was latched and the bear caused some structural damage.,18,10
8001,2022-11-01,,Wawona NPS Housing,2582 Riverview road,Wawona,Food Conditioned Behavior,2nd of 2 incidents. Bear broke into shed again at same residence and got more dog food. This time the door was latched and the bear caused some structural damage.,15,50
8002,2022-11-13,13:30:00,El Capitan Picnic Area,El Cap Picnic Area,Yosemite Valley,Food Conditioned Behavior,"Bear ate turkey bacon, chicken, and tomato totaling between 1501-9999 calories. A couple were picnic at El Cap Picnic Area when a bear approached them. The people backed away and got in their car where they made noise honking their horn until a shuttle driver told them to stop. The bear took a packet of turkey bacon and ran away. The people returned to the table and put some of their food away before the bear returned. The bear was eating chicken and tomato when K. Mosher got to the scene and yelled and hit it with paintballs. The bear treed for a minute then ran away as Mosher yelled and shot paintballs. It returned to the picnic area three more times, leaving again when Mosher yelled and shot it with paintballs.",18,12
8002,2022-11-13,13:30:00,El Capitan Picnic Area,El Cap Picnic Area,Yosemite Valley,Food Conditioned Behavior,"Bear ate turkey bacon, chicken, and tomato totaling between 1501-9999 calories. A couple were picnic at El Cap Picnic Area when a bear approached them. The people backed away and got in their car where they made noise honking their horn until a shuttle driver told them to stop. The bear took a packet of turkey bacon and ran away. The people returned to the table and put some of their food away before the bear returned. The bear was eating chicken and tomato when K. Mosher got to the scene and yelled and hit it with paintballs. The bear treed for a minute then ran away as Mosher yelled and shot paintballs. It returned to the picnic area three more times, leaving again when Mosher yelled and shot it with paintballs.",19,4
8004,2022-11-19,19:05:00,Swinging Bridge Picnic Area,swinging bridge picnic trash can,Yosemite Valley,Improper garbage disposal,Christian Pondella (LE) came upon a large tagged bear eating trash from the open door of a trash can. He scared it to the west. It supposedly had a white or yellow tag but he wasn't too confident in that.,20,0
8006,2022-11-21,12:00:00,El Portal - Old,area of 5547 Foresta rd,El Portal,Unknown,Neighbor saw bear getting into trash/recycle. Yelled and scared it off. Would not say specific residence,20,0
8008,2022-12-10,,El Portal - Old,5517 Foresta Rd,El Portal,Improper garbage disposal,Purple 1 seen by Gdickman getting trash from a neighbor's porch that they had forgot overnight.,20,0
8012,2022-12-07,,El Portal - Old,9742 Granite Ct.,El Portal,Improper food storage,"A bear tore open door to under-house storage area. At almost everything in a drop-in freezer: walnuts, bread, roasting chicken, turkey soup stock. Severely damaged freezer. Resident has been seeing a tagged bear (purple 1) and an untagged in their yard regularly. Doors to storage area were old wooden doors with a fairly flimsy latch. Bear simply pried doors open and latch broke.",18,50
8012,2022-12-07,,El Portal - Old,9742 Granite Ct.,El Portal,Improper food storage,"A bear tore open door to under-house storage area. At almost everything in a drop-in freezer: walnuts, bread, roasting chicken, turkey soup stock. Severely damaged freezer. Resident has been seeing a tagged bear (purple 1) and an untagged in their yard regularly. Doors to storage area were old wooden doors with a fairly flimsy latch. Bear simply pried doors open and latch broke.",15,50
8012,2022-12-07,,El Portal - Old,9742 Granite Ct.,El Portal,Improper food storage,"A bear tore open door to under-house storage area. At almost everything in a drop-in freezer: walnuts, bread, roasting chicken, turkey soup stock. Severely damaged freezer. Resident has been seeing a tagged bear (purple 1) and an untagged in their yard regularly. Doors to storage area were old wooden doors with a fairly flimsy latch. Bear simply pried doors open and latch broke.",19,400
8014,2022-12-10,4:10:00,Valley Other/Non-Wilderness,Arch Rock fisher trap line,Yosemite Valley,Other,"Bear obtained 300 calories of chicken from pacific fisher trap. Three traps rolled by bears in the last week on this line. Bear captured on camera trap, untagged, white blaze on chest",18,5
8015,2022-12-07,22:05:00,Valley Other/Non-Wilderness,Arch Rock fisher trap line #4,Yosemite Valley,Other,Bear captured on camera. Rolled trap. No food reward but damaged the Tomahawk fisher trap,19,21
8019,2022-12-26,,Upper Pines Campground,site #56,Yosemite Valley,Improper garbage disposal,Campers awoke to see their neighbors picking up garbage and food trash around their campsite and reported it looked like a bear had come through an made a mess.,20,0
8020,2022-12-28,21:45:00,Upper Pines Campground,Upper Pines site 74,Yosemite Valley,Food left unguarded in camp,"Visitor left cooler unattended for 10-15 minutes, went to bathroom. One visitor sitting in vehicle finally noticed bear on their cooler and bags of trash. Visitors watched bear eat their food and drag away bags of trash for 10-15 minutes before LE arrived and found the bear still on food, and chased it away. I (R. Lester) arrived at 21:50 and found White 42 (bear #3822) on edge of campground. I hazed the bear with 1 bean bag round and several more foot chases over the next 2 hours as it tried to return multiple times. Finally the bear treed, I waited an hour, and it fell asleep in the tree so I left.",18,50
8022,2022-12-31,3:00:00,Valley-Wide Concessionaire,Valley Garage,Yosemite Valley,Improper garbage disposal,"20-gallon trash can full of food and trash was knocked over by a bear. Aaron, garage employee, witnessed the bear on trash at around 03:00 and called it in to dispatch. He cleaned up the trash but did not secure the trash can. The bear returned the following night",20,0
8024,2023-01-01,,Valley-Wide Concessionaire,Valley Garage,Yosemite Valley,Improper garbage disposal,"I went to investigate an incident from the previous night and found the same trash can had been flipped by a bear this morning, and trash scattered everywhere. Unknown what time.",20,0
8025,2023-01-21,,Swinging Bridge Picnic Area,,Yosemite Valley,Improper garbage disposal,"Found bear at site of at least 3 days old trash incident (buried under freshest layer of snow). Canine marks in recycling and other containers. Untagged adult dark brown to black colored bear seen at garbage today, unknown what bear initially took the garbage. Likely minimal food scraps obtained from trash strewn about.",20,0
8026,2023-01-29,6:30:00,Stables Concession Housing,Bathrooms in Tent Cabins,Yosemite Valley,Improper garbage disposal,Aramark Concession Employee went to the bathroom at 6:30 in the morning and found a bear with a yellow tag getting into a bag of garbage they thought was likely left out by the Housekeepers who clean their bathrooms. Employee scared the bear off and then cleaned up the garbage. Reported on Bear Hotline.,20,0
8028,2023-02-08,19:30:00,Ahwahnee Parking,Employee Lot near Back dock,Yosemite Valley,Improper food storage,Grey Recology dumpster had the bar down. A large dark bear with a right ear tag lifted the bar and lid and climbed inside. RP yelled at the bear and the bear fled the dumpster. RP went back inside but came back out in response to the noise of the bear back inside the dumpster. Yelled again and the bear ran away and did not return. Paw prints at the trash can. Dumpster belongs to the contractors working at the Ahwahnee. The dumpster was not bear-proof without a carabiner that prevents the lock bar across the lids from opening. Carabiner since clipped on.,20,0
8035,2023-04-17,23:00:00,El Portal - Old,9746 Buckeye Rd,El Portal,Improper storage of a bear attractant,"Bear entered yard over fence or through gate to access compost. No response to yelling. Stomped at Molly a couple times and kept eating. He seemed to lose interest after a few minutes and wandered off, but did hustle away when I shouted after him. Bear damaged gate in accessing the compost area.",19,50
8036,2023-04-16,22:00:00,El Portal - Old,9742 Granite Court,El Portal,Improper storage of a bear attractant,"Nic Ross left out a lunch pale w/ Tupperware w/ sandwich aroma, and a child carrier with food wrappers. Bear found on porch ripping the child carrier backpack, lunged at Nic when he tried to scare it. Nic grabbed a stick and smacked bear in face and it took off. Large, light brown, looked like no tags.",12,150
8039,2023-04-21,23:00:00,El Portal - Old,9764 Crane Creek Rd,El Portal,Improper storage of a bear attractant,"Bear was seen on back porch, resident's chased it away. They later saw that 2 of their sheds had been broken into. Bear ate 2-lbs of bees wax and out of first shed and some birdseed and fertilizer out of second shed. Resident reported specific damage to shed as latch, wood, paint. Sheds were reportedly ""locked"" but were not secure to begin with, so locking was a moot point.",15,500
8040,2023-04-22,2:00:00,El Portal - Old,5631 Foresta Road,El Portal,Improper food storage,"Bear opened car door and spent an hour in the car causing extensive damage after the door closed behind the bear because the car was parked on a hill. Front driver's side sustained the majority of damage - upholstery, ceiling fabric, head rest, weather stripping, and inside panel of car door ripped out. Food present in vehicle: bear obtained chicken, peanut butter, jelly, crackers. Left in a backpack forgotten by owner. Neighbor eventually came over and opened the hatchback of the car and the bear exited and walked away.",17,2000
8040,2023-04-22,2:00:00,El Portal - Old,5631 Foresta Road,El Portal,Improper food storage,"Bear opened car door and spent an hour in the car causing extensive damage after the door closed behind the bear because the car was parked on a hill. Front driver's side sustained the majority of damage - upholstery, ceiling fabric, head rest, weather stripping, and inside panel of car door ripped out. Food present in vehicle: bear obtained chicken, peanut butter, jelly, crackers. Left in a backpack forgotten by owner. Neighbor eventually came over and opened the hatchback of the car and the bear exited and walked away.",18,10
8042,2023-04-24,0:30:00,El Portal - Old,5585 Foresta Road,El Portal,Food Conditioned Behavior,"Bear used unlocked door handle to enter vehicle, sat on parking brake and the car rolled backwards down a hill, and became high centered on a rock wall. Bear totally destroyed inside of car. Totaled. Rob and Erin responded and released bear from vehicle.",17,3000
