"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-05","0.0","7","0.0","1,7","7","1,7","4","1,7",,,,,"0","1,7","3","1,7","0","1,7","6","1,7","0","1,7","-1.1","1,7,24,+",,,,,"7.6","1,,7,26,","25.0","1,7,31,","3227.1","7","233.7","1,7","21.7","1,,,7",,,"10.5","1,7","17.2","1,,,7","3.9","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-06","22.0","7","22.0",",7","2",",7","2",",7",,,,,"0",",7","0",",7","0",",7","25",",7","0",",7","1.1",",7,16,",,,,,"6.6",",,7,13,","30.6",",7,30,+","3286.2","7","59.1",",7","11.2",",,,7",,,"17.1",",7","25.6",",,,7","8.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-07","68.7","7","46.7",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","2",",7","5.0",",7,11,",,,,,"0.0",",,7,31,+","32.8",",7,30,+","19.5","7","19.5",",7","0.0",",,,7",,,"19.2",",7","28.1",",,,7","10.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-08","105.8","7","37.1",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","7.2",",7,09,+",,,,,"0.0",",,7,31,+","31.1",",7,15,+","28.5","7","9.0",",7","0.0",",,,7",,,"19.2",",7","28.0",",,,7","10.5",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-09","109.9","7","4.1",",7","1",",7","0",",7",,,,,"0",",7","3",",7","0",",7","26",",7","0",",7","-0.6",",7,25,+",,,,,"1.0",",,7,22,","29.4",",7,20,+","125.7","7","97.2",",7","1.0",",,,7",,,"15.2",",7","24.5",",,,7","5.9",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-10","109.9","7","0.0",",7","8",",7","8",",7",,,,,"0",",7","9",",7","0",",7","9",",7","0",",7","-2.8",",7,07,+",,,,,"59.2",",,7,17,","23.9",",7,10,+","381.8","7","256.1",",7","172.4",",,,7",,,"10.1",",7","17.5",",,,7","2.7",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-11","109.9","7","0.0","2,7","8","2,7","5","2,7",,,,,"0","2,7","17","2,7","0","2,7","0","2,7","0","2,7","-6.7","2,7,21,+",,,,,"27.4","2,,7,27,","20.0","2,7,11,+","733.7","7","351.9","2,7","50.5","2,,,7",,,"5.8","2,7","12.5","2,,,7","-0.9","2,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2016-12","109.9","7","0.0",",7","6",",7","4",",7",,,,,"0",",7","27",",7","2",",7","0",",7","0",",7","-10.6",",7,26,+",,,,,"121.9",",,7,16,","13.9",",7,21,","1272.5","7","538.8",",7","197.8",",,,7",,,"0.9",",7","6.7",",,,7","-4.8",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2017-01","0.0","7","0.0",",7","17",",7","16",",7",,,,,"0",",7","29",",7","7",",7","0",",7","0",",7","-10.6",",7,27,+",,,,,"96.0",",,7,09,","11.7",",7,30,","1848.5","7","576.0",",7","520.5",",,,7",,,"-0.2",",7","3.9",",,,7","-4.4",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2017-02","0.0","7","0.0","2,7","16","1,7","15","1,7",,,,,"0","1,7","23","1,7","1","2,7","0","2,7","0","2,7","-9.4","1,7,25,+",,,,,"56.1","1,,7,08,","14.4","2,7,16,","2261.3","7","412.8","2,7","421.6","1,,,7",,,"2.4","2,7","7.2","2,,,7","-2.4","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2017-03","0.0","7","0.0",",7","12",",7","8",",7",,,,,"0",",7","20",",7","1",",7","0",",7","0",",7","-10.0",",7,06,",,,,,"25.9",",,7,25,","20.6",",7,15,+","2670.0","7","408.7",",7","95.3",",,,7",,,"5.1",",7","11.5",",,,7","-1.2",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2017-05",,,"0.3",",7","3",",7","1",",7",,,,,"0",",7","7",",7","0",",7","12",",7","0",",7","-2.2",",7,14,+",,,,,"8.4",",,7,17,","27.8",",7,25,+",,,"205.4",",7","10.5",",,,7",,,"11.7",",7","19.3",",,,7","4.2",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2017-06",,,"35.6",",7","2",",7","1",",7",,,,,"0",",7","2",",7","0",",7","23",",7","1",",7","-1.7",",7,13,",,,,,"8.4",",,7,12,","32.2",",7,20,",,,"93.3",",7","9.7",",,,7",,,"16.4",",7","24.2",",,,7","8.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2017-07",,,"64.1",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","8.3",",7,01,",,,,,"0.0",",,7,31,+","31.7",",7,08,","0.6","7","0.6",",7","0.0",",,,7",,,"20.4",",7","28.8",",,,7","11.9",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2017-08",,,"40.0","3,7","1","3,7","0","3,7",,,,,"0","3,7","0","3,7","0","3,7","28","3,7","1","3,7","7.8","3,7,20,",,,,,"0.5","3,,7,22,","33.3","3,7,29,","11.7","7","11.1","3,7","0.5","3,,,7",,,"19.4","3,7","27.3","3,,,7","11.4","3,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2017-10",,,"0.0",",7","1",",7","1",",7",,,,,"0",",7","8",",7","0",",7","14",",7","0",",7","-1.7",",7,21,+",,,,,"11.4",",,7,20,","26.1",",7,26,+",,,"219.0",",7","11.4",",,,7",,,"11.3",",7","20.1",",,,7","2.5",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2017-11",,,"0.0",",7","8",",7","4",",7",,,,,"0",",7","16",",7","0",",7","2",",7","0",",7","-5.0",",7,07,",,,,,"64.8",",,7,17,","21.7",",7,24,+",,,"359.4",",7","96.9",",,,7",,,"6.4",",7","12.7",",,,7","0.0",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2017-12",,,"0.0",",7","1",",7","1",",7",,,,,"0",",7","23",",7","0",",7","0",",7","0",",7","-10.0",",7,22,+",,,,,"5.1",",,7,21,","17.8",",7,15,+",,,"378.7",",7","5.1",",,,7",,,"6.1",",7","13.9",",,,7","-1.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2018-01","0.0","7","0.0",",7","11",",7","9",",7",,,,,"0",",7","16",",7","0",",7","0",",7","0",",7","-8.3",",7,27,+",,,,,"58.4",",,7,09,","17.2",",7,31,+",,,"383.5",",7","144.4",",,,7",,,"6.0",",7","12.2",",,,7","-0.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2018-02","0.0","7","0.0",",7","6",",7","4",",7",,,,,"0",",7","23",",7","3",",7","0",",7","0",",7","-12.2",",7,23,",,,,,"18.3",",,7,23,","17.8",",7,04,",,,"447.6",",7","36.5",",,,7",,,"2.4",",7","9.0",",,,7","-4.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2018-03","0.0","7","0.0",",7","15",",7","15",",7",,,,,"0",",7","29",",7","1",",7","0",",7","0",",7","-9.4",",7,19,+",,,,,"76.2",",,7,22,","18.9",",7,30,",,,"509.3",",7","302.8",",,,7",,,"1.9",",7","7.9",",,,7","-4.1",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2018-04","0.0","7","0.0",",7","7",",7","6",",7",,,,,"0",",7","17",",7","0",",7","4",",7","0",",7","-8.3",",7,20,+",,,,,"40.6",",,7,07,","22.2",",7,27,+",,,"319.6",",7","100.1",",,,7",,,"7.7",",7","16.5",",,,7","-1.1",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2018-05","0.0","7","0.0","2,7","5","2,7","3","2,7",,,,,"0","2,7","5","2,7","0","2,7","8","2,7","0","2,7","-1.1","2,7,05,+",,,,,"7.6","2,,7,02,","25.6","2,7,30,",,,"234.7","2,7","16.0","2,,,7",,,"10.2","2,7","17.2","2,,,7","3.3","2,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2018-06","7.5","7","7.5",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","27",",7","0",",7","1.7",",7,02,+",,,,,"0.0",",,7,30,+","28.9",",7,23,",,,"72.0",",7","0.0",",,,7",,,"16.2",",7","24.8",",,,7","7.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2018-07","79.8","7","72.3","2,7","1","1,7","0","1,7",,,,,"0","2,7","0","2,7","0","1,7","30","1,7","0","1,7","5.6","2,7,13,",,,,,"1.8","1,,7,13,","31.1","1,7,19,","4.9","7","4.9","1,7","1.8","1,,,7",,,"20.6","2,7","28.5","1,,,7","12.8","2,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2018-08","133.1","7","53.3",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","30",",7","0",",7","5.0",",7,31,",,,,,"0.0",",,7,31,+","31.1",",7,01,","30.8","7","25.9",",7","0.0",",,,7",,,"19.2",",7","27.2",",,,7","11.2",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2018-09","139.7","7","6.6","1,7","1","1,7","1","1,7",,,,,"0","1,7","0","1,7","0","1,7","27","1,7","0","1,7","3.9","1,7,20,",,,,,"3.8","1,,7,05,","28.9","1,7,28,+","99.9","7","69.1","1,7","3.8","1,,,7",,,"16.2","1,7","25.0","1,,,7","7.3","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2018-10","139.7","7","0.0","2,7","5","1,7","3","1,7",,,,,"0","2,7","2","2,7","0","2,7","3","2,7","0","2,7","-1.1","2,7,30,+",,,,,"27.4","1,,7,04,","21.7","2,7,28,","338.8","7","238.9","2,7","51.6","1,,,7",,,"10.1","2,7","17.5","2,,,7","2.7","2,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2018-11","139.7","7","0.0",",7","6",",7","6",",7",,,,,"0",",7","16",",7","0",",7","1",",7","0",",7","-4.4",",7,21,",,,,,"49.3",",,7,29,","21.1",",7,05,","681.9","7","343.1",",7","170.4",",,,7",,,"6.9",",7","13.6",",,,7","0.2",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2019-01","0.0","7","0.0","1,7","11","1,7","9","1,7",,,,,"0","1,7","22","1,7","0","1,7","0","1,7","0","1,7","-8.3","1,7,01,",,,,,"117.1","1,,7,17,","16.7","1,7,28,",,,"453.5","1,7","296.1","1,,,7",,,"3.2","1,7","8.0","1,,,7","-1.6","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2019-03",,,"0.0","1,7","18",",7","12",",7","26",",7","2","1,7","0",",7","27",",7","1","1,7","0","1,7","0","1,7","-7.2",",7,11,+","356",",,7,01,","56.0","1,,7,08,","46.5",",,7,28,","14.4","1,7,20,+",,,"481.3","1,7","191.2",",,,7","112","1,,,7","2.3","1,7","7.4","1,,,7","-2.7",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2019-04",,,"0.0",",7","12",",7","5",",7",,,,,"0",",7","16",",7","0",",7","8",",7","0",",7","-3.3",",7,12,+",,,,,"11.2",",,7,16,","23.9",",7,30,+",,,"319.5",",7","42.0",",,,7",,,"7.7",",7","15.1",",,,7","0.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2019-05",,,"0.0",",7","13",",7","8",",7",,,,,"0",",7","11",",7","0",",7","0",",7","0",",7","-2.8",",7,21,+",,,,,"38.1",",,7,16,","20.6",",7,14,+",,,"333.5",",7","110.2",",,,7",,,"7.6",",7","13.7",",,,7","1.4",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2019-06",,,"2.5",",7","6",",7","2",",7",,,,,"0",",7","0",",7","0",",7","23",",7","0",",7","3.9",",7,08,+",,,,,"4.3",",,7,01,","28.3",",7,12,",,,"83.8",",7","11.9",",,,7",,,"15.6",",7","23.6",",,,7","7.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2019-07",,,"26.4",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","6.7",",7,04,+",,,,,"0.0",",,7,31,+","30.0",",7,29,","30.2","7","30.2",",7","0.0",",,,7",,,"18.2",",7","26.3",",,,7","10.2",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2019-08",,,"25.4",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","29",",7","0",",7","5.6",",7,09,",,,,,"0.0",",,7,31,+","30.0",",7,16,+","54.0","7","23.8",",7","0.0",",,,7",,,"18.4",",7","26.6",",,,7","10.2",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2019-09",,,"12.1",",7","2",",7","0",",7",,,,,"0",",7","2",",7","0",",7","18",",7","0",",7","-1.7",",7,30,",,,,,"0.8",",,7,29,+","29.4",",7,05,+","179.3","7","125.3",",7","1.6",",,,7",,,"14.6",",7","22.6",",,,7","6.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2019-10",,,"0.0","3,7","1","3,7","0","3,7",,,,,"0","3,7","9","3,7","0","3,7","7","3,7","0","3,7","-3.9","3,7,28,",,,,,"2.3","3,,7,28,","22.8","3,7,08,+","422.4","7","243.1","3,7","2.3","3,,,7",,,"9.6","3,7","17.9","3,,,7","1.4","3,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2019-11",,,"0.0","2,7","4","2,7","3","2,7",,,,,"0","2,7","12","2,7","2","2,7","1","2,7","0","2,7","-10.6","2,7,30,",,,,,"28.2","2,,7,28,","21.1","2,7,19,","719.9","7","297.5","2,7","42.3","2,,,7",,,"7.7","2,7","14.7","2,,,7","0.7","2,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2019-12",,,"0.0",",7","13",",7","9",",7",,,,,"0",",7","28",",7","1",",7","0",",7","0",",7","-7.8",",7,02,+",,,,,"14.0",",,7,07,","12.8",",7,13,+","1233.4","7","513.5",",7","73.1",",,,7",,,"1.8",",7","6.6",",,,7","-3.0",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2020-01","0.0","7","0.0","1,7","4","1,7","3","1,7",,,,,"0","1,7","27","1,7","0","1,7","0","1,7","0","1,7","-7.8","1,7,17,",,,,,"19.8","1,,7,17,","13.9","1,7,26,+","1701.0","7","467.6","1,7","30.7","1,,,7",,,"2.8","1,7","8.8","1,,,7","-3.3","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2020-02","0.0","7","0.0",",7","2",",7","1",",7",,,,,"0",",7","24",",7","0",",7","0",",7","0",",7","-9.4",",7,06,+",,,,,"9.4",",,7,23,","17.2",",7,29,+","2087.8","7","386.8",",7","11.2",",,,7",,,"5.0",",7","12.3",",,,7","-2.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2020-06",,,"15.0",",7","1",",7","1",",7",,,,,"0",",7","6",",7","0",",7","26",",7","0",",7","-1.7",",7,10,+",,,,,"3.8",",,7,12,","29.4",",7,27,+",,,"111.2",",7","3.8",",,,7",,,"15.1",",7","23.9",",,,7","6.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2020-07",,,"40.2",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","31",",7","0",",7","5.0",",7,24,",,,,,"0.0",",,7,31,+","30.6",",7,15,+","16.0","7","16.0",",7","0.0",",,,7",,,"19.1",",7","28.0",",,,7","10.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2020-11",,,"0.0","2,7","7","1,7","5","1,7",,,,,"0","1,7","19","1,7","1","2,7","7","2,7","0","2,7","-11.1","1,7,12,",,,,,"21.1","1,,7,08,","23.3","2,7,07,+",,,"346.0","2,7","48.5","1,,,7",,,"6.0","2,7","13.3","2,,,7","-1.4","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2021-04",,,"0.0",",7","4",",7","1",",7",,,,,"0",",7","12",",7","0",",7","7",",7","0",",7","-2.2",",7,29,+",,,,,"13.0",",,7,26,","22.2",",7,30,",,,"276.9",",7","18.9",",,,7",,,"9.1",",7","17.5",",,,7","0.7",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2021-05",,,"0.0",",7","2",",7","1",",7",,,,,"0",",7","4",",7","0",",7","18",",7","0",",7","-1.7",",7,24,+",,,,,"3.3",",,7,22,","26.1",",7,31,",,,"180.9",",7","5.1",",,,7",,,"12.5",",7","21.2",",,,7","3.8",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2021-06",,,"62.2",",7","0",",7","0",",7",,,,,"0",",7","0",",7","0",",7","26",",7","5",",7","0.6",",7,12,+",,,,,"0.0",",,7,30,+","33.9",",7,19,",,,"49.4",",7","0.0",",,,7",,,"18.8",",7","27.3",",,,7","10.3",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2021-07",,,"135.6",",7","1",",7","1",",7",,,,,"0",",7","0",",7","0",",7","31",",7","6",",7","11.1",",7,06,",,,,,"2.5",",,7,20,","36.1",",7,14,+","0.0","7","0.0",",7","2.5",",,,7",,,"22.7",",7","31.0",",,,7","14.4",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2021-08",,,"87.5",",7","2",",7","1",",7",,,,,"0",",7","0",",7","0",",7","31",",7","11",",7","8.3",",7,22,+",,,,,"7.6",",,7,15,","32.8",",7,18,+","13.4","7","13.4",",7","9.1",",,,7",,,"20.7",",7","29.4",",,,7","12.1",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2021-09",,,"40.5","2,7","1","2,7","0","2,7",,,,,"0","2,7","0","2,7","0","2,7","28","2,7","3","2,7","4.4","2,7,28,",,,,,"0.8","2,,7,10,","34.4","2,7,09,","35.7","7","22.3","2,7","0.8","2,,,7",,,"19.0","2,7","28.2","2,,,7","9.8","2,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2021-10",,,"0.0","2,7","8","2,7","5","2,7",,,,,"0","2,7","11","2,7","0","2,7","10","2,7","0","2,7","-4.4","2,7,18,+",,,,,"89.9","2,,7,25,","23.9","2,7,05,","299.4","7","263.7","2,7","140.5","2,,,7",,,"9.2","2,7","16.5","2,,,7","2.0","2,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2022-01","0.0",,"0.0","4,7","0","4,7","0","4,7","27","4,",,,"0","4,7","26","4,7","0","4,7","0","4,7","0","4,7","-8.9","4,7,02,+","610","4,,7,03,+",,,"0.0","4,,7,31,+","16.1","4,7,13,",,,"391.1","4,7","0.0","4,,,7",,,"3.9","4,7","10.7","4,,,7","-3.0","4,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2022-02","0.0",,"0.0","1,7","3",",7","1",",7","15","5,7",,,"0","1,7","24","1,7","2","1,7","0","1,7","0","1,7","-11.1","1,7,24,","152","5,,7,02,+",,,"8.9",",,7,23,","20.0","1,7,12,+",,,"378.3","1,7","12.4",",,,7",,,"4.3","1,7","12.1","1,,,7","-3.4","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2022-04",,,"0.0","3,7","6","3,7","4","3,7",,,,,"0","3,7","17","3,7","0","3,7","3","3,7","0","3,7","-7.2","3,7,12,",,,,,"41.1","3,,7,22,","24.4","3,7,09,+",,,"300.5","3,7","100.4","3,,,7",,,"7.2","3,7","14.6","3,,,7","-0.2","3,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2023-01",,,,,"12",",7","12",",7","0",",7","8",",7",,,,,,,,,,,,,"0",",,7,31,+","140.0",",,7,03,","114.3",",,7,01,",,,,,,,"454.3",",,,7","684",",,,7",,,,,,
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2023-02",,,,,"10",",7","9",",7",,,"9",",7",,,,,,,,,,,,,,,"305.0",",,7,28,+","38.1",",,7,05,",,,,,,,"172.5",",,,7","1781",",,,7",,,,,,
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2023-03",,,"0.0",",7","14",",7","13",",7",,,,,"0",",7","31",",7","3",",7","0",",7","0",",7","-17.2",",7,05,",,,,,"104.1",",,7,10,","10.6",",7,22,",,,"568.4",",7","479.3",",,,7",,,"0.0",",7","5.6",",,,7","-5.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2023-05",,,"0.0",",7","6",",7","4",",7",,,"1","4,7","0",",7","8",",7","0",",7","13",",7","0",",7","-1.1",",7,07,",,,"33.0","4,,7,03,","6.1",",,7,03,","27.2",",7,17,",,,"230.7",",7","18.0",",,,7","36","4,,,7","10.9",",7","17.6",",,,7","4.2",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2023-06",,,"0.0",",7","7",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","13",",7","0",",7","1.7",",7,21,+","0",",,7,30,+","0.0",",,7,30,+","12.7",",,7,06,","26.7",",7,30,",,,"150.2",",7","25.8",",,,7","0",",,,7","13.3",",7","20.8",",,,7","5.8",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2023-07",,,"73.8","1,7","0",",7","0",",7","0",",7","0",",7","0","1,7","0","1,7","0","1,7","30","1,7","6","1,7","6.1","1,7,10,","0",",,7,31,+","0.0",",,7,31,+","0.0",",,7,31,+","35.6","1,7,17,","6.9",,"6.9","1,7","0.0",",,,7","0",",,,7","20.6","1,7","29.1","1,,,7","12.0","1,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2023-08",,,"28.0",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","8.3",",7,06,+","0",",,7,31,+","0.0",",,7,31,+","15.5",",,7,21,","31.7",",7,17,","30.8",,"23.9",",7","21.2",",,,7","0",",,,7","18.5",",7","26.3",",,,7","10.6",",,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2023-09",,,"1.2","3,7","4",",7","2",",7","0",",7","0",",7","0","3,7","0","3,7","0","3,7","20","3,7","0","3,7","1.1","3,7,23,+","0",",,7,30,+","0.0",",,7,30,+","8.9",",,7,04,","26.7","3,7,16,","128.9",,"98.1","3,7","16.0",",,,7","0",",,,7","14.7","3,7","22.0","3,,,7","7.4","3,,,7"
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2023-10",,,,,"0",",7","0",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","0.0",",,7,31,+",,,,,,,"0.0",",,,7","0",",,,7",,,,,,
"USC00048380","SO ENTRANCE YOSEMITE N.P., CA US","37.5122","-119.6331","1538.3","2023-11",,,,,"8",",7","5",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","29.5",",,7,19,",,,,,,,"92.1",",,,7","0",",,,7",,,,,,
"USW00053150","YOSEMITE VILLAGE 12 W, CA US","37.7592","-119.8208","2017.8","2010-01","0.0","R","0.0",",R","13",",R","10",",R",,,,,"0",",R","17",",R","6",",R","0",",R","0",",R","-7.5",",R,23,",,,,,"37.7",",,R,18,","10.2",",R,03,","1745.4","R","492.1",",R","159.9",",,,R",,,"2.5",",R","4.7",",,,R","0.2",",,,R"
"USW00053150","YOSEMITE VILLAGE 12 W, CA US","37.7592","-119.8208","2017.8","2010-02","0.0","R","0.0","1,R","13",",R","10",",R",,,,,"0",",R","21",",R","6","1,R","0","1,R","0","1,R","-5.3",",R,08,",,,,,"31.8",",,R,24,","10.0","1,R,14,","2193.0","R","447.6","1,R","161.1",",,,R",,,"1.7","1,R","3.9","1,,,R","-0.6",",,,R"
"USW00053150","YOSEMITE VILLAGE 12 W, CA US","37.7592","-119.8208","2017.8","2010-03","0.0","R","0.0",",R","11",",R","8",",R",,,,,"0",",R","18",",R","5",",R","0",",R","0",",R","-10.0",",R,09,",,,,,"29.2",",,R,12,","11.7",",R,19,","2689.6","R","496.6",",R","119.8",",,,R",,,"2.3",",R","5.3",",,,R","-0.6",",,,R"
